Region,ContracType,FY,CY,Month,Interval_date,period_30,Scenario,price_real_$,base_dwp,solar_dwp,wind_dwp
QLD,Energy,2045,2045,3,1/03/2045,all,Central,128.5,100%,74%,101%
QLD,Energy,2045,2045,4,1/04/2045,all,Central,107.2,100%,79%,91%
QLD,Energy,2045,2045,5,1/05/2045,all,Central,124.05,100%,59%,98%
QLD,Energy,2045,2045,6,1/06/2045,all,Central,153.35,100%,63%,89%
QLD,Energy,2046,2045,7,1/07/2045,all,Central,117.44,100%,53%,91%
QLD,Energy,2046,2045,8,1/08/2045,all,Central,105.53,100%,56%,105%
QLD,Energy,2046,2045,9,1/09/2045,all,Central,79.36,100%,40%,106%
QLD,Energy,2046,2045,10,1/10/2045,all,Central,48.64,100%,47%,107%
QLD,Energy,2046,2045,11,1/11/2045,all,Central,53.11,100%,59%,110%
QLD,Energy,2046,2045,12,1/12/2045,all,Central,74.56,100%,84%,89%
QLD,Energy,2046,2046,1,1/01/2046,all,Central,110.16,100%,78%,101%
QLD,Energy,2046,2046,2,1/02/2046,all,Central,117.29,100%,59%,109%
QLD,Energy,2046,2046,3,1/03/2046,all,Central,134.37,100%,73%,100%
QLD,Energy,2046,2046,4,1/04/2046,all,Central,108.58,100%,62%,94%
QLD,Energy,2046,2046,5,1/05/2046,all,Central,130.23,100%,56%,94%
QLD,Energy,2046,2046,6,1/06/2046,all,Central,156.05,100%,63%,92%
QLD,Energy,2047,2046,7,1/07/2046,all,Central,118.21,100%,60%,91%
QLD,Energy,2047,2046,8,1/08/2046,all,Central,108.7,100%,54%,106%
QLD,Energy,2047,2046,9,1/09/2046,all,Central,70.32,100%,45%,105%
QLD,Energy,2047,2046,10,1/10/2046,all,Central,47.59,100%,49%,109%
QLD,Energy,2047,2046,11,1/11/2046,all,Central,53.82,100%,61%,109%
QLD,Energy,2047,2046,12,1/12/2046,all,Central,62.88,100%,67%,99%
QLD,Energy,2047,2047,1,1/01/2047,all,Central,117.42,100%,69%,103%
QLD,Energy,2047,2047,2,1/02/2047,all,Central,108.95,100%,56%,103%
QLD,Energy,2047,2047,3,1/03/2047,all,Central,139.34,100%,74%,100%
QLD,Energy,2047,2047,4,1/04/2047,all,Central,113.87,100%,64%,94%
QLD,Energy,2047,2047,5,1/05/2047,all,Central,129.16,100%,56%,97%
QLD,Energy,2047,2047,6,1/06/2047,all,Central,170.09,100%,58%,91%
QLD,Energy,2048,2047,7,1/07/2047,all,Central,114.35,100%,61%,91%
QLD,Energy,2048,2047,8,1/08/2047,all,Central,109.97,100%,54%,102%
QLD,Energy,2048,2047,9,1/09/2047,all,Central,63.96,100%,47%,107%
QLD,Energy,2048,2047,10,1/10/2047,all,Central,44.93,100%,51%,110%
QLD,Energy,2048,2047,11,1/11/2047,all,Central,58.44,100%,53%,104%
QLD,Energy,2048,2047,12,1/12/2047,all,Central,65.31,100%,58%,102%
QLD,Energy,2048,2048,1,1/01/2048,all,Central,107.25,100%,74%,100%
QLD,Energy,2048,2048,2,1/02/2048,all,Central,104.29,100%,65%,91%
QLD,Energy,2048,2048,3,1/03/2048,all,Central,127.82,100%,74%,98%
QLD,Energy,2048,2048,4,1/04/2048,all,Central,97.9,100%,68%,95%
QLD,Energy,2048,2048,5,1/05/2048,all,Central,138.7,100%,55%,94%
QLD,Energy,2048,2048,6,1/06/2048,all,Central,144.67,100%,64%,89%
QLD,Energy,2049,2048,7,1/07/2048,all,Central,113.55,100%,55%,91%
QLD,Energy,2049,2048,8,1/08/2048,all,Central,110.61,100%,53%,103%
QLD,Energy,2049,2048,9,1/09/2048,all,Central,77.8,100%,41%,100%
QLD,Energy,2049,2048,10,1/10/2048,all,Central,50.73,100%,53%,108%
QLD,Energy,2049,2048,11,1/11/2048,all,Central,54.47,100%,68%,106%
QLD,Energy,2049,2048,12,1/12/2048,all,Central,58.41,100%,68%,99%
QLD,Energy,2049,2049,1,1/01/2049,all,Central,104.39,100%,77%,102%
QLD,Energy,2049,2049,2,1/02/2049,all,Central,106.1,100%,53%,94%
QLD,Energy,2049,2049,3,1/03/2049,all,Central,125.79,100%,75%,99%
QLD,Energy,2049,2049,4,1/04/2049,all,Central,99.25,100%,67%,94%
QLD,Energy,2049,2049,5,1/05/2049,all,Central,132.29,100%,60%,99%
QLD,Energy,2049,2049,6,1/06/2049,all,Central,151.63,100%,62%,90%
QLD,Energy,2050,2049,7,1/07/2049,all,Central,122.52,100%,59%,91%
QLD,Energy,2050,2049,8,1/08/2049,all,Central,123.95,100%,51%,103%
QLD,Energy,2050,2049,9,1/09/2049,all,Central,66.57,100%,47%,106%
QLD,Energy,2050,2049,10,1/10/2049,all,Central,40.62,100%,48%,112%
QLD,Energy,2050,2049,11,1/11/2049,all,Central,47.53,100%,58%,107%
QLD,Energy,2050,2049,12,1/12/2049,all,Central,77.44,100%,60%,86%
QLD,Energy,2050,2050,1,1/01/2050,all,Central,106.93,100%,74%,102%
QLD,Energy,2050,2050,2,1/02/2050,all,Central,113.28,100%,52%,96%
QLD,Energy,2050,2050,3,1/03/2050,all,Central,129.2,100%,75%,99%
QLD,Energy,2050,2050,4,1/04/2050,all,Central,117.68,100%,59%,94%
QLD,Energy,2050,2050,5,1/05/2050,all,Central,136.68,100%,60%,96%
QLD,Energy,2050,2050,6,1/06/2050,all,Central,157.36,100%,61%,91%
QLD,Energy,2051,2050,7,1/07/2050,all,Central,125.96,100%,55%,97%
QLD,Energy,2051,2050,8,1/08/2050,all,Central,119.76,100%,51%,104%
QLD,Energy,2051,2050,9,1/09/2050,all,Central,69.75,100%,44%,106%
QLD,Energy,2051,2050,10,1/10/2050,all,Central,48.38,100%,41%,107%
QLD,Energy,2051,2050,11,1/11/2050,all,Central,45.59,100%,59%,110%
QLD,Energy,2051,2050,12,1/12/2050,all,Central,58.57,100%,63%,94%
QLD,Energy,2051,2051,1,1/01/2051,all,Central,103.73,100%,74%,103%
QLD,Energy,2051,2051,2,1/02/2051,all,Central,111.99,100%,53%,99%
QLD,Energy,2051,2051,3,1/03/2051,all,Central,126.15,100%,77%,99%
QLD,Energy,2051,2051,4,1/04/2051,all,Central,122.91,100%,56%,97%
QLD,Energy,2051,2051,5,1/05/2051,all,Central,150.49,100%,53%,93%
QLD,Energy,2051,2051,6,1/06/2051,all,Central,157.59,100%,64%,91%
QLD,Energy,2052,2051,7,1/07/2051,all,Central,130.77,100%,51%,94%
QLD,Energy,2052,2051,8,1/08/2051,all,Central,115.53,100%,54%,105%
QLD,Energy,2052,2051,9,1/09/2051,all,Central,69.88,100%,45%,103%
QLD,Energy,2052,2051,10,1/10/2051,all,Central,49.5,100%,42%,110%
QLD,Energy,2052,2051,11,1/11/2051,all,Central,43.18,100%,59%,108%
QLD,Energy,2052,2051,12,1/12/2051,all,Central,60.68,100%,62%,99%
QLD,Energy,2052,2052,1,1/01/2052,all,Central,99.98,100%,77%,103%
QLD,Energy,2052,2052,2,1/02/2052,all,Central,105.93,100%,52%,100%
QLD,Energy,2052,2052,3,1/03/2052,all,Central,136.81,100%,69%,98%
QLD,Energy,2052,2052,4,1/04/2052,all,Central,115.09,100%,59%,100%
QLD,Energy,2052,2052,5,1/05/2052,all,Central,138.07,100%,58%,95%
QLD,Energy,2052,2052,6,1/06/2052,all,Central,161.83,100%,61%,90%
QLD,Energy,2053,2052,7,1/07/2052,all,Central,119.73,100%,56%,98%
QLD,Energy,2053,2052,8,1/08/2052,all,Central,112.92,100%,53%,108%
QLD,Energy,2053,2052,9,1/09/2052,all,Central,66.5,100%,44%,104%
QLD,Energy,2053,2052,10,1/10/2052,all,Central,43.82,100%,42%,111%
QLD,Energy,2053,2052,11,1/11/2052,all,Central,62.76,100%,42%,97%
QLD,Energy,2053,2052,12,1/12/2052,all,Central,69.75,100%,52%,83%
QLD,Energy,2053,2053,1,1/01/2053,all,Central,105.48,100%,70%,102%
QLD,Energy,2053,2053,2,1/02/2053,all,Central,108.35,100%,52%,99%
QLD,Energy,2053,2053,3,1/03/2053,all,Central,140.1,100%,69%,98%
QLD,Energy,2053,2053,4,1/04/2053,all,Central,110.45,100%,61%,98%
QLD,Energy,2053,2053,5,1/05/2053,all,Central,136.62,100%,57%,96%
QLD,Energy,2053,2053,6,1/06/2053,all,Central,159.37,100%,60%,91%
QLD,Energy,2054,2053,7,1/07/2053,all,Central,122.61,100%,55%,97%
QLD,Energy,2054,2053,8,1/08/2053,all,Central,133.47,100%,54%,103%
QLD,Energy,2054,2053,9,1/09/2053,all,Central,66.88,100%,43%,104%
QLD,Energy,2054,2053,10,1/10/2053,all,Central,38.88,100%,49%,114%
QLD,Energy,2054,2053,11,1/11/2053,all,Central,47.03,100%,64%,109%
QLD,Energy,2054,2053,12,1/12/2053,all,Central,60.42,100%,59%,97%
QLD,Energy,2054,2054,1,1/01/2054,all,Central,101.25,100%,70%,103%
QLD,Energy,2054,2054,2,1/02/2054,all,Central,111.83,100%,49%,98%
QLD,Energy,2054,2054,3,1/03/2054,all,Central,132.97,100%,72%,97%
QLD,Energy,2054,2054,4,1/04/2054,all,Central,113.93,100%,59%,96%
QLD,Energy,2054,2054,5,1/05/2054,all,Central,137.86,100%,58%,97%
QLD,Energy,2054,2054,6,1/06/2054,all,Central,171.74,100%,57%,87%
QLD,Energy,2055,2054,7,1/07/2054,all,Central,121.63,100%,56%,97%
QLD,Energy,2055,2054,8,1/08/2054,all,Central,114.51,100%,52%,106%
QLD,Energy,2055,2054,9,1/09/2054,all,Central,62.93,100%,46%,105%
QLD,Energy,2055,2054,10,1/10/2054,all,Central,38.05,100%,46%,112%
QLD,Energy,2055,2054,11,1/11/2054,all,Central,47.99,100%,53%,112%
QLD,Energy,2055,2054,12,1/12/2054,all,Central,56.22,100%,65%,96%
QLD,Energy,2055,2055,1,1/01/2055,all,Central,99.71,100%,71%,101%
QLD,Energy,2055,2055,2,1/02/2055,all,Central,128.85,100%,45%,91%
QLD,Energy,2055,2055,3,1/03/2055,all,Central,132.61,100%,75%,99%
QLD,Energy,2055,2055,4,1/04/2055,all,Central,137.79,100%,53%,84%
QLD,Energy,2055,2055,5,1/05/2055,all,Central,137.8,100%,59%,96%
QLD,Energy,2055,2055,6,1/06/2055,all,Central,161.42,100%,63%,92%
QLD,Energy,2056,2055,7,1/07/2055,all,Central,119.51,100%,57%,97%
QLD,Energy,2056,2055,8,1/08/2055,all,Central,118.2,100%,50%,109%
QLD,Energy,2056,2055,9,1/09/2055,all,Central,63.14,100%,44%,110%
QLD,Energy,2056,2055,10,1/10/2055,all,Central,37.77,100%,46%,123%
QLD,Energy,2056,2055,11,1/11/2055,all,Central,42.06,100%,60%,109%
QLD,Energy,2056,2055,12,1/12/2055,all,Central,55.61,100%,64%,98%
QLD,Energy,2056,2056,1,1/01/2056,all,Central,102.3,100%,65%,98%
QLD,Energy,2056,2056,2,1/02/2056,all,Central,119.41,100%,45%,101%
QLD,Energy,2056,2056,3,1/03/2056,all,Central,132.01,100%,72%,96%
QLD,Energy,2056,2056,4,1/04/2056,all,Central,103.17,100%,66%,98%
QLD,Energy,2056,2056,5,1/05/2056,all,Central,156.63,100%,61%,92%
QLD,Energy,2056,2056,6,1/06/2056,all,Central,168.68,100%,59%,92%
QLD,Energy,2057,2056,7,1/07/2056,all,Central,122.91,100%,57%,97%
QLD,Energy,2057,2056,8,1/08/2056,all,Central,132.8,100%,54%,102%
QLD,Energy,2057,2056,9,1/09/2056,all,Central,63.91,100%,44%,103%
QLD,Energy,2057,2056,10,1/10/2056,all,Central,37.24,100%,50%,115%
QLD,Energy,2057,2056,11,1/11/2056,all,Central,48.26,100%,62%,109%
QLD,Energy,2057,2056,12,1/12/2056,all,Central,61.24,100%,60%,96%
QLD,Energy,2057,2057,1,1/01/2057,all,Central,93.36,100%,71%,103%
QLD,Energy,2057,2057,2,1/02/2057,all,Central,118.88,100%,48%,97%
QLD,Energy,2057,2057,3,1/03/2057,all,Central,133.5,100%,73%,96%
QLD,Energy,2057,2057,4,1/04/2057,all,Central,114.4,100%,60%,95%
QLD,Energy,2057,2057,5,1/05/2057,all,Central,140.41,100%,57%,97%
QLD,Energy,2057,2057,6,1/06/2057,all,Central,177.79,100%,60%,87%
QLD,Energy,2058,2057,7,1/07/2057,all,Central,125.94,100%,66%,90%
QLD,Energy,2058,2057,8,1/08/2057,all,Central,117.81,100%,50%,106%
QLD,Energy,2058,2057,9,1/09/2057,all,Central,63.36,100%,44%,103%
QLD,Energy,2058,2057,10,1/10/2057,all,Central,35.01,100%,46%,114%
QLD,Energy,2058,2057,11,1/11/2057,all,Central,57.01,100%,94%,103%
QLD,Energy,2058,2057,12,1/12/2057,all,Central,57.41,100%,63%,97%
QLD,Energy,2058,2058,1,1/01/2058,all,Central,89.33,100%,74%,103%
QLD,Energy,2058,2058,2,1/02/2058,all,Central,117.77,100%,47%,93%
QLD,Energy,2058,2058,3,1/03/2058,all,Central,126.48,100%,76%,99%
QLD,Energy,2058,2058,4,1/04/2058,all,Central,97.7,100%,68%,91%
QLD,Energy,2058,2058,5,1/05/2058,all,Central,151.28,100%,52%,96%
QLD,Energy,2058,2058,6,1/06/2058,all,Central,162.99,100%,64%,91%
QLD,Energy,2059,2058,7,1/07/2058,all,Central,111.42,100%,58%,92%
QLD,Energy,2059,2058,8,1/08/2058,all,Central,112.41,100%,52%,106%
QLD,Energy,2059,2058,9,1/09/2058,all,Central,57.98,100%,47%,103%
QLD,Energy,2059,2058,10,1/10/2058,all,Central,34.57,100%,48%,117%
QLD,Energy,2059,2058,11,1/11/2058,all,Central,51.23,100%,51%,112%
QLD,Energy,2059,2058,12,1/12/2058,all,Central,57.36,100%,65%,94%
QLD,Energy,2059,2059,1,1/01/2059,all,Central,89.32,100%,74%,101%
QLD,Energy,2059,2059,2,1/02/2059,all,Central,130,100%,44%,89%
QLD,Energy,2059,2059,3,1/03/2059,all,Central,133.23,100%,76%,99%
QLD,Energy,2059,2059,4,1/04/2059,all,Central,123.67,100%,57%,79%
QLD,Energy,2059,2059,5,1/05/2059,all,Central,135.8,100%,58%,96%
QLD,Energy,2059,2059,6,1/06/2059,all,Central,162.07,100%,63%,91%
QLD,Energy,2060,2059,7,1/07/2059,all,Central,116.3,100%,55%,89%
QLD,Energy,2060,2059,8,1/08/2059,all,Central,114.2,100%,51%,106%
QLD,Energy,2060,2059,9,1/09/2059,all,Central,55.05,100%,50%,107%
QLD,Energy,2060,2059,10,1/10/2059,all,Central,36.86,100%,46%,119%
QLD,Energy,2060,2059,11,1/11/2059,all,Central,52.57,100%,49%,113%
QLD,Energy,2060,2059,12,1/12/2059,all,Central,62.47,100%,75%,94%
QLD,Energy,2060,2060,1,1/01/2060,all,Central,88.4,100%,75%,101%
QLD,Energy,2060,2060,2,1/02/2060,all,Central,109.58,100%,49%,94%
QLD,Energy,2060,2060,3,1/03/2060,all,Central,148.22,100%,66%,101%
QLD,Energy,2060,2060,4,1/04/2060,all,Central,87.94,100%,72%,91%
QLD,Energy,2060,2060,5,1/05/2060,all,Central,144.1,100%,56%,100%
QLD,Energy,2060,2060,6,1/06/2060,all,Central,159.52,100%,61%,88%
SA,Energy,2025,2024,7,1/07/2024,all,Central,111.97,100%,89%,85%
SA,Energy,2025,2024,8,1/08/2024,all,Central,109.77,100%,92%,88%
SA,Energy,2025,2024,9,1/09/2024,all,Central,68.5,100%,98%,122%
SA,Energy,2025,2024,10,1/10/2024,all,Central,54.27,100%,116%,148%
SA,Energy,2025,2024,11,1/11/2024,all,Central,43.93,100%,142%,164%
SA,Energy,2025,2024,12,1/12/2024,all,Central,112.15,100%,99%,99%
SA,Energy,2025,2025,1,1/01/2025,all,Central,81.04,100%,93%,116%
SA,Energy,2025,2025,2,1/02/2025,all,Central,50.47,100%,129%,144%
SA,Energy,2025,2025,3,1/03/2025,all,Central,140.09,100%,76%,99%
SA,Energy,2025,2025,4,1/04/2025,all,Central,89.61,100%,76%,110%
SA,Energy,2025,2025,5,1/05/2025,all,Central,40.78,100%,118%,152%
SA,Energy,2025,2025,6,1/06/2025,all,Central,97.19,100%,83%,99%
SA,Energy,2026,2025,7,1/07/2025,all,Central,134.33,100%,89%,73%
SA,Energy,2026,2025,8,1/08/2025,all,Central,115.52,100%,95%,83%
SA,Energy,2026,2025,9,1/09/2025,all,Central,81.47,100%,106%,111%
SA,Energy,2026,2025,10,1/10/2025,all,Central,46.31,100%,108%,136%
SA,Energy,2026,2025,11,1/11/2025,all,Central,45.07,100%,107%,135%
SA,Energy,2026,2025,12,1/12/2025,all,Central,85.87,100%,107%,104%
SA,Energy,2026,2026,1,1/01/2026,all,Central,70.55,100%,103%,111%
SA,Energy,2026,2026,2,1/02/2026,all,Central,63.98,100%,106%,112%
SA,Energy,2026,2026,3,1/03/2026,all,Central,134.53,100%,84%,90%
SA,Energy,2026,2026,4,1/04/2026,all,Central,68.91,100%,100%,123%
SA,Energy,2026,2026,5,1/05/2026,all,Central,47.05,100%,96%,118%
SA,Energy,2026,2026,6,1/06/2026,all,Central,103.01,100%,106%,83%
SA,Energy,2027,2026,7,1/07/2026,all,Central,122.82,100%,110%,87%
SA,Energy,2027,2026,8,1/08/2026,all,Central,126.78,100%,101%,72%
SA,Energy,2027,2026,9,1/09/2026,all,Central,102.59,100%,66%,93%
SA,Energy,2027,2026,10,1/10/2026,all,Central,53.01,100%,99%,119%
SA,Energy,2027,2026,11,1/11/2026,all,Central,49.53,100%,103%,132%
SA,Energy,2027,2026,12,1/12/2026,all,Central,105.3,100%,82%,106%
SA,Energy,2027,2027,1,1/01/2027,all,Central,64.46,100%,104%,116%
SA,Energy,2027,2027,2,1/02/2027,all,Central,51.06,100%,106%,132%
SA,Energy,2027,2027,3,1/03/2027,all,Central,105.8,100%,88%,100%
SA,Energy,2027,2027,4,1/04/2027,all,Central,102.23,100%,72%,97%
SA,Energy,2027,2027,5,1/05/2027,all,Central,49.54,100%,95%,114%
SA,Energy,2027,2027,6,1/06/2027,all,Central,130.6,100%,75%,87%
SA,Energy,2028,2027,7,1/07/2027,all,Central,128.03,100%,89%,84%
SA,Energy,2028,2027,8,1/08/2027,all,Central,109.08,100%,84%,84%
SA,Energy,2028,2027,9,1/09/2027,all,Central,72.12,100%,78%,112%
SA,Energy,2028,2027,10,1/10/2027,all,Central,54.79,100%,97%,132%
SA,Energy,2028,2027,11,1/11/2027,all,Central,60.45,100%,88%,116%
SA,Energy,2028,2027,12,1/12/2027,all,Central,105.85,100%,109%,90%
SA,Energy,2028,2028,1,1/01/2028,all,Central,71.77,100%,99%,110%
SA,Energy,2028,2028,2,1/02/2028,all,Central,80.48,100%,71%,96%
SA,Energy,2028,2028,3,1/03/2028,all,Central,98.83,100%,95%,109%
SA,Energy,2028,2028,4,1/04/2028,all,Central,80.56,100%,83%,104%
SA,Energy,2028,2028,5,1/05/2028,all,Central,70.8,100%,73%,90%
SA,Energy,2028,2028,6,1/06/2028,all,Central,105.97,100%,93%,87%
SA,Energy,2029,2028,7,1/07/2028,all,Central,157.69,100%,114%,81%
SA,Energy,2029,2028,8,1/08/2028,all,Central,123.85,100%,83%,85%
SA,Energy,2029,2028,9,1/09/2028,all,Central,86.31,100%,73%,107%
SA,Energy,2029,2028,10,1/10/2028,all,Central,68.03,100%,88%,119%
SA,Energy,2029,2028,11,1/11/2028,all,Central,61.1,100%,97%,131%
SA,Energy,2029,2028,12,1/12/2028,all,Central,94.38,100%,89%,98%
SA,Energy,2029,2029,1,1/01/2029,all,Central,110.4,100%,102%,100%
SA,Energy,2029,2029,2,1/02/2029,all,Central,81.23,100%,85%,105%
SA,Energy,2029,2029,3,1/03/2029,all,Central,130.9,100%,87%,97%
SA,Energy,2029,2029,4,1/04/2029,all,Central,107.14,100%,79%,100%
SA,Energy,2029,2029,5,1/05/2029,all,Central,76.22,100%,113%,100%
SA,Energy,2029,2029,6,1/06/2029,all,Central,149.31,100%,97%,88%
SA,Energy,2030,2029,7,1/07/2029,all,Central,141.03,100%,80%,85%
SA,Energy,2030,2029,8,1/08/2029,all,Central,131.23,100%,78%,79%
SA,Energy,2030,2029,9,1/09/2029,all,Central,79.7,100%,65%,109%
SA,Energy,2030,2029,10,1/10/2029,all,Central,62.98,100%,81%,129%
SA,Energy,2030,2029,11,1/11/2029,all,Central,59.17,100%,81%,124%
SA,Energy,2030,2029,12,1/12/2029,all,Central,87.4,100%,79%,114%
SA,Energy,2030,2030,1,1/01/2030,all,Central,83,100%,85%,104%
SA,Energy,2030,2030,2,1/02/2030,all,Central,69.78,100%,85%,119%
SA,Energy,2030,2030,3,1/03/2030,all,Central,115.91,100%,85%,101%
SA,Energy,2030,2030,4,1/04/2030,all,Central,111.97,100%,67%,102%
SA,Energy,2030,2030,5,1/05/2030,all,Central,77.91,100%,66%,87%
SA,Energy,2030,2030,6,1/06/2030,all,Central,131.35,100%,84%,87%
SA,Energy,2031,2030,7,1/07/2030,all,Central,139.72,100%,71%,84%
SA,Energy,2031,2030,8,1/08/2030,all,Central,119.51,100%,72%,82%
SA,Energy,2031,2030,9,1/09/2030,all,Central,75.8,100%,69%,102%
SA,Energy,2031,2030,10,1/10/2030,all,Central,59.28,100%,86%,118%
SA,Energy,2031,2030,11,1/11/2030,all,Central,54.38,100%,83%,112%
SA,Energy,2031,2030,12,1/12/2030,all,Central,82.58,100%,80%,95%
SA,Energy,2031,2031,1,1/01/2031,all,Central,71.2,100%,84%,99%
SA,Energy,2031,2031,2,1/02/2031,all,Central,55.95,100%,90%,112%
SA,Energy,2031,2031,3,1/03/2031,all,Central,125.66,100%,67%,102%
SA,Energy,2031,2031,4,1/04/2031,all,Central,84.75,100%,77%,100%
SA,Energy,2031,2031,5,1/05/2031,all,Central,60.01,100%,87%,100%
SA,Energy,2031,2031,6,1/06/2031,all,Central,102.62,100%,86%,89%
SA,Energy,2032,2031,7,1/07/2031,all,Central,132.28,100%,80%,84%
SA,Energy,2032,2031,8,1/08/2031,all,Central,157.81,100%,58%,78%
SA,Energy,2032,2031,9,1/09/2031,all,Central,77.95,100%,68%,103%
SA,Energy,2032,2031,10,1/10/2031,all,Central,65.3,100%,78%,110%
SA,Energy,2032,2031,11,1/11/2031,all,Central,60.4,100%,76%,109%
SA,Energy,2032,2031,12,1/12/2031,all,Central,73.09,100%,86%,101%
SA,Energy,2032,2032,1,1/01/2032,all,Central,81.71,100%,80%,103%
SA,Energy,2032,2032,2,1/02/2032,all,Central,78.78,100%,67%,105%
SA,Energy,2032,2032,3,1/03/2032,all,Central,107.11,100%,80%,98%
SA,Energy,2032,2032,4,1/04/2032,all,Central,91.98,100%,72%,97%
SA,Energy,2032,2032,5,1/05/2032,all,Central,74.42,100%,69%,87%
SA,Energy,2032,2032,6,1/06/2032,all,Central,110.24,100%,92%,88%
SA,Energy,2033,2032,7,1/07/2032,all,Central,161.71,100%,101%,73%
SA,Energy,2033,2032,8,1/08/2032,all,Central,125.39,100%,68%,82%
SA,Energy,2033,2032,9,1/09/2032,all,Central,78.05,100%,67%,103%
SA,Energy,2033,2032,10,1/10/2032,all,Central,63.3,100%,81%,108%
SA,Energy,2033,2032,11,1/11/2032,all,Central,54.98,100%,78%,111%
SA,Energy,2033,2032,12,1/12/2032,all,Central,67.57,100%,92%,104%
SA,Energy,2033,2033,1,1/01/2033,all,Central,79.62,100%,82%,98%
SA,Energy,2033,2033,2,1/02/2033,all,Central,69.95,100%,82%,105%
SA,Energy,2033,2033,3,1/03/2033,all,Central,117.47,100%,85%,98%
SA,Energy,2033,2033,4,1/04/2033,all,Central,109.75,100%,65%,103%
SA,Energy,2033,2033,5,1/05/2033,all,Central,69.88,100%,106%,94%
SA,Energy,2033,2033,6,1/06/2033,all,Central,138.37,100%,84%,93%
SA,Energy,2034,2033,7,1/07/2033,all,Central,163.38,100%,69%,80%
SA,Energy,2034,2033,8,1/08/2033,all,Central,134.69,100%,61%,83%
SA,Energy,2034,2033,9,1/09/2033,all,Central,84.29,100%,82%,98%
SA,Energy,2034,2033,10,1/10/2033,all,Central,56.57,100%,77%,107%
SA,Energy,2034,2033,11,1/11/2033,all,Central,48.1,100%,79%,111%
SA,Energy,2034,2033,12,1/12/2033,all,Central,65.85,100%,86%,98%
SA,Energy,2034,2034,1,1/01/2034,all,Central,90.81,100%,78%,97%
SA,Energy,2034,2034,2,1/02/2034,all,Central,94.28,100%,69%,114%
SA,Energy,2034,2034,3,1/03/2034,all,Central,143.43,100%,83%,97%
SA,Energy,2034,2034,4,1/04/2034,all,Central,105.52,100%,74%,98%
SA,Energy,2034,2034,5,1/05/2034,all,Central,67.95,100%,71%,91%
SA,Energy,2034,2034,6,1/06/2034,all,Central,127.86,100%,76%,86%
SA,Energy,2035,2034,7,1/07/2034,all,Central,153.84,100%,67%,78%
SA,Energy,2035,2034,8,1/08/2034,all,Central,131.77,100%,60%,81%
SA,Energy,2035,2034,9,1/09/2034,all,Central,82.39,100%,81%,95%
SA,Energy,2035,2034,10,1/10/2034,all,Central,55.35,100%,77%,105%
SA,Energy,2035,2034,11,1/11/2034,all,Central,43.99,100%,82%,114%
SA,Energy,2035,2034,12,1/12/2034,all,Central,61.07,100%,87%,98%
SA,Energy,2035,2035,1,1/01/2035,all,Central,83.15,100%,79%,97%
SA,Energy,2035,2035,2,1/02/2035,all,Central,87.54,100%,69%,112%
SA,Energy,2035,2035,3,1/03/2035,all,Central,137.13,100%,82%,95%
SA,Energy,2035,2035,4,1/04/2035,all,Central,101.73,100%,74%,96%
SA,Energy,2035,2035,5,1/05/2035,all,Central,62.93,100%,72%,91%
SA,Energy,2035,2035,6,1/06/2035,all,Central,115.36,100%,78%,84%
SA,Energy,2036,2035,7,1/07/2035,all,Central,154.65,100%,74%,81%
SA,Energy,2036,2035,8,1/08/2035,all,Central,129.72,100%,65%,83%
SA,Energy,2036,2035,9,1/09/2035,all,Central,69.3,100%,60%,106%
SA,Energy,2036,2035,10,1/10/2035,all,Central,63.57,100%,59%,112%
SA,Energy,2036,2035,11,1/11/2035,all,Central,44.34,100%,72%,114%
SA,Energy,2036,2035,12,1/12/2035,all,Central,61.56,100%,78%,99%
SA,Energy,2036,2036,1,1/01/2036,all,Central,113.99,100%,72%,95%
SA,Energy,2036,2036,2,1/02/2036,all,Central,101.64,100%,73%,113%
SA,Energy,2036,2036,3,1/03/2036,all,Central,190.94,100%,84%,94%
SA,Energy,2036,2036,4,1/04/2036,all,Central,141.12,100%,61%,87%
SA,Energy,2036,2036,5,1/05/2036,all,Central,91.11,100%,61%,90%
SA,Energy,2036,2036,6,1/06/2036,all,Central,148.5,100%,76%,87%
SA,Energy,2037,2036,7,1/07/2036,all,Central,170.02,100%,67%,80%
SA,Energy,2037,2036,8,1/08/2036,all,Central,139.25,100%,84%,80%
SA,Energy,2037,2036,9,1/09/2036,all,Central,72.03,100%,57%,99%
SA,Energy,2037,2036,10,1/10/2036,all,Central,48.87,100%,73%,107%
SA,Energy,2037,2036,11,1/11/2036,all,Central,40.32,100%,72%,115%
SA,Energy,2037,2036,12,1/12/2036,all,Central,56.52,100%,78%,98%
SA,Energy,2037,2037,1,1/01/2037,all,Central,125.85,100%,61%,107%
