Region,ContracType,FY,CY,Month,Interval_date,period_30,Scenario,price_real_$,base_dwp,solar_dwp,wind_dwp
VIC,Energy,2051,2050,9,1/09/2050,all,Central,87.89,100%,64%,73%
VIC,Energy,2051,2050,10,1/10/2050,all,Central,46.16,100%,69%,89%
VIC,Energy,2051,2050,11,1/11/2050,all,Central,39.83,100%,69%,94%
VIC,Energy,2051,2050,12,1/12/2050,all,Central,53.04,100%,77%,92%
VIC,Energy,2051,2051,1,1/01/2051,all,Central,114.77,100%,79%,88%
VIC,Energy,2051,2051,2,1/02/2051,all,Central,111.66,100%,65%,95%
VIC,Energy,2051,2051,3,1/03/2051,all,Central,158.91,100%,85%,92%
VIC,Energy,2051,2051,4,1/04/2051,all,Central,140.11,100%,73%,90%
VIC,Energy,2051,2051,5,1/05/2051,all,Central,107.9,100%,77%,88%
VIC,Energy,2051,2051,6,1/06/2051,all,Central,196.33,100%,83%,87%
VIC,Energy,2052,2051,7,1/07/2051,all,Central,151.21,100%,83%,80%
VIC,Energy,2052,2051,8,1/08/2051,all,Central,144.75,100%,73%,73%
VIC,Energy,2052,2051,9,1/09/2051,all,Central,102.16,100%,56%,76%
VIC,Energy,2052,2051,10,1/10/2051,all,Central,45.67,100%,72%,88%
VIC,Energy,2052,2051,11,1/11/2051,all,Central,44.11,100%,80%,99%
VIC,Energy,2052,2051,12,1/12/2051,all,Central,69.15,100%,54%,91%
VIC,Energy,2052,2052,1,1/01/2052,all,Central,114.02,100%,78%,87%
VIC,Energy,2052,2052,2,1/02/2052,all,Central,110.51,100%,67%,102%
VIC,Energy,2052,2052,3,1/03/2052,all,Central,158.25,100%,79%,90%
VIC,Energy,2052,2052,4,1/04/2052,all,Central,149.7,100%,65%,91%
VIC,Energy,2052,2052,5,1/05/2052,all,Central,112.1,100%,84%,89%
VIC,Energy,2052,2052,6,1/06/2052,all,Central,199.56,100%,87%,84%
VIC,Energy,2053,2052,7,1/07/2052,all,Central,171.62,100%,90%,78%
VIC,Energy,2053,2052,8,1/08/2052,all,Central,155.4,100%,67%,71%
VIC,Energy,2053,2052,9,1/09/2052,all,Central,87.46,100%,64%,73%
VIC,Energy,2053,2052,10,1/10/2052,all,Central,45.64,100%,69%,89%
VIC,Energy,2053,2052,11,1/11/2052,all,Central,38.78,100%,70%,95%
VIC,Energy,2053,2052,12,1/12/2052,all,Central,51.9,100%,76%,92%
VIC,Energy,2053,2053,1,1/01/2053,all,Central,111.72,100%,79%,87%
VIC,Energy,2053,2053,2,1/02/2053,all,Central,110.01,100%,60%,96%
VIC,Energy,2053,2053,3,1/03/2053,all,Central,168.01,100%,80%,87%
VIC,Energy,2053,2053,4,1/04/2053,all,Central,164.69,100%,72%,79%
VIC,Energy,2053,2053,5,1/05/2053,all,Central,108.44,100%,77%,89%
VIC,Energy,2053,2053,6,1/06/2053,all,Central,193.86,100%,85%,88%
VIC,Energy,2054,2053,7,1/07/2053,all,Central,162.42,100%,76%,77%
VIC,Energy,2054,2053,8,1/08/2053,all,Central,195.88,100%,72%,59%
VIC,Energy,2054,2053,9,1/09/2053,all,Central,87.38,100%,64%,72%
VIC,Energy,2054,2053,10,1/10/2053,all,Central,45.27,100%,69%,89%
VIC,Energy,2054,2053,11,1/11/2053,all,Central,38.66,100%,70%,94%
VIC,Energy,2054,2053,12,1/12/2053,all,Central,51.1,100%,76%,92%
VIC,Energy,2054,2054,1,1/01/2054,all,Central,109.09,100%,78%,86%
VIC,Energy,2054,2054,2,1/02/2054,all,Central,110.33,100%,62%,95%
VIC,Energy,2054,2054,3,1/03/2054,all,Central,158.98,100%,85%,92%
VIC,Energy,2054,2054,4,1/04/2054,all,Central,153.63,100%,66%,87%
VIC,Energy,2054,2054,5,1/05/2054,all,Central,109.8,100%,78%,89%
VIC,Energy,2054,2054,6,1/06/2054,all,Central,192.82,100%,87%,88%
VIC,Energy,2055,2054,7,1/07/2054,all,Central,153.73,100%,82%,80%
VIC,Energy,2055,2054,8,1/08/2054,all,Central,141.82,100%,75%,75%
VIC,Energy,2055,2054,9,1/09/2054,all,Central,103.69,100%,54%,65%
VIC,Energy,2055,2054,10,1/10/2054,all,Central,57.24,100%,54%,95%
VIC,Energy,2055,2054,11,1/11/2054,all,Central,50.18,100%,54%,86%
VIC,Energy,2055,2054,12,1/12/2054,all,Central,51.09,100%,76%,92%
VIC,Energy,2055,2055,1,1/01/2055,all,Central,106.75,100%,79%,85%
VIC,Energy,2055,2055,2,1/02/2055,all,Central,135.89,100%,48%,84%
VIC,Energy,2055,2055,3,1/03/2055,all,Central,156.06,100%,83%,93%
VIC,Energy,2055,2055,4,1/04/2055,all,Central,162.99,100%,64%,79%
VIC,Energy,2055,2055,5,1/05/2055,all,Central,111.77,100%,77%,89%
VIC,Energy,2055,2055,6,1/06/2055,all,Central,194.84,100%,87%,88%
VIC,Energy,2056,2055,7,1/07/2055,all,Central,157.9,100%,93%,79%
VIC,Energy,2056,2055,8,1/08/2055,all,Central,183.61,100%,94%,67%
VIC,Energy,2056,2055,9,1/09/2055,all,Central,88.93,100%,65%,75%
VIC,Energy,2056,2055,10,1/10/2055,all,Central,45.88,100%,69%,86%
VIC,Energy,2056,2055,11,1/11/2055,all,Central,36.96,100%,68%,92%
VIC,Energy,2056,2055,12,1/12/2055,all,Central,59.19,100%,61%,94%
VIC,Energy,2056,2056,1,1/01/2056,all,Central,108.95,100%,84%,82%
VIC,Energy,2056,2056,2,1/02/2056,all,Central,115.5,100%,75%,97%
VIC,Energy,2056,2056,3,1/03/2056,all,Central,153.41,100%,82%,92%
VIC,Energy,2056,2056,4,1/04/2056,all,Central,137.58,100%,71%,89%
VIC,Energy,2056,2056,5,1/05/2056,all,Central,116.78,100%,84%,90%
VIC,Energy,2056,2056,6,1/06/2056,all,Central,204.46,100%,82%,84%
VIC,Energy,2057,2056,7,1/07/2056,all,Central,165.58,100%,75%,77%
VIC,Energy,2057,2056,8,1/08/2056,all,Central,144.13,100%,74%,77%
VIC,Energy,2057,2056,9,1/09/2056,all,Central,107.73,100%,51%,64%
VIC,Energy,2057,2056,10,1/10/2056,all,Central,45.36,100%,67%,88%
VIC,Energy,2057,2056,11,1/11/2056,all,Central,38.18,100%,69%,94%
VIC,Energy,2057,2056,12,1/12/2056,all,Central,62.17,100%,61%,93%
VIC,Energy,2057,2057,1,1/01/2057,all,Central,109.86,100%,74%,76%
VIC,Energy,2057,2057,2,1/02/2057,all,Central,108.22,100%,58%,97%
VIC,Energy,2057,2057,3,1/03/2057,all,Central,157.92,100%,83%,92%
VIC,Energy,2057,2057,4,1/04/2057,all,Central,142.9,100%,73%,90%
VIC,Energy,2057,2057,5,1/05/2057,all,Central,129.48,100%,101%,88%
VIC,Energy,2057,2057,6,1/06/2057,all,Central,214.69,100%,81%,87%
VIC,Energy,2058,2057,7,1/07/2057,all,Central,164.31,100%,75%,77%
VIC,Energy,2058,2057,8,1/08/2057,all,Central,146.17,100%,73%,76%
VIC,Energy,2058,2057,9,1/09/2057,all,Central,107.06,100%,50%,64%
VIC,Energy,2058,2057,10,1/10/2057,all,Central,44.54,100%,67%,88%
VIC,Energy,2058,2057,11,1/11/2057,all,Central,38.02,100%,68%,93%
VIC,Energy,2058,2057,12,1/12/2057,all,Central,61.56,100%,61%,94%
VIC,Energy,2058,2058,1,1/01/2058,all,Central,107.09,100%,73%,75%
VIC,Energy,2058,2058,2,1/02/2058,all,Central,106.63,100%,57%,96%
VIC,Energy,2058,2058,3,1/03/2058,all,Central,156.19,100%,83%,92%
VIC,Energy,2058,2058,4,1/04/2058,all,Central,141.49,100%,72%,91%
VIC,Energy,2058,2058,5,1/05/2058,all,Central,128.33,100%,102%,88%
VIC,Energy,2058,2058,6,1/06/2058,all,Central,213.95,100%,81%,88%
VIC,Energy,2059,2058,7,1/07/2058,all,Central,168.7,100%,81%,76%
VIC,Energy,2059,2058,8,1/08/2058,all,Central,199.45,100%,71%,61%
VIC,Energy,2059,2058,9,1/09/2058,all,Central,86.03,100%,62%,73%
VIC,Energy,2059,2058,10,1/10/2058,all,Central,44.15,100%,68%,88%
VIC,Energy,2059,2058,11,1/11/2058,all,Central,38.52,100%,67%,92%
VIC,Energy,2059,2058,12,1/12/2058,all,Central,50.87,100%,74%,92%
VIC,Energy,2059,2059,1,1/01/2059,all,Central,96.44,100%,79%,82%
VIC,Energy,2059,2059,2,1/02/2059,all,Central,107.37,100%,61%,95%
VIC,Energy,2059,2059,3,1/03/2059,all,Central,157.6,100%,84%,92%
VIC,Energy,2059,2059,4,1/04/2059,all,Central,154.82,100%,67%,88%
VIC,Energy,2059,2059,5,1/05/2059,all,Central,113.31,100%,78%,89%
VIC,Energy,2059,2059,6,1/06/2059,all,Central,200.24,100%,88%,89%
VIC,Energy,2060,2059,7,1/07/2059,all,Central,161.77,100%,81%,77%
VIC,Energy,2060,2059,8,1/08/2059,all,Central,155.24,100%,72%,77%
VIC,Energy,2060,2059,9,1/09/2059,all,Central,108.86,100%,50%,80%
VIC,Energy,2060,2059,10,1/10/2059,all,Central,46.57,100%,64%,87%
VIC,Energy,2060,2059,11,1/11/2059,all,Central,36.76,100%,67%,90%
VIC,Energy,2060,2059,12,1/12/2059,all,Central,48.05,100%,77%,95%
VIC,Energy,2060,2060,1,1/01/2060,all,Central,95.55,100%,80%,82%
VIC,Energy,2060,2060,2,1/02/2060,all,Central,128.78,100%,53%,91%
VIC,Energy,2060,2060,3,1/03/2060,all,Central,159.45,100%,82%,92%
VIC,Energy,2060,2060,4,1/04/2060,all,Central,138.77,100%,71%,89%
VIC,Energy,2060,2060,5,1/05/2060,all,Central,117.18,100%,85%,89%
VIC,Energy,2060,2060,6,1/06/2060,all,Central,209.33,100%,82%,85%
Green,Green,2025,2024,7,1/07/2024,all,Central,26.7,100%,0%,0%
Green,Green,2025,2024,8,1/08/2024,all,Central,26.7,100%,0%,0%
Green,Green,2025,2024,9,1/09/2024,all,Central,26.7,100%,0%,0%
Green,Green,2025,2024,10,1/10/2024,all,Central,26.7,100%,0%,0%
Green,Green,2025,2024,11,1/11/2024,all,Central,26.7,100%,0%,0%
Green,Green,2025,2024,12,1/12/2024,all,Central,26.7,100%,0%,0%
Green,Green,2025,2025,1,1/01/2025,all,Central,26.7,100%,0%,0%
Green,Green,2025,2025,2,1/02/2025,all,Central,26.7,100%,0%,0%
Green,Green,2025,2025,3,1/03/2025,all,Central,26.7,100%,0%,0%
Green,Green,2025,2025,4,1/04/2025,all,Central,26.7,100%,0%,0%
Green,Green,2025,2025,5,1/05/2025,all,Central,26.7,100%,0%,0%
Green,Green,2025,2025,6,1/06/2025,all,Central,26.7,100%,0%,0%
Green,Green,2026,2025,7,1/07/2025,all,Central,26.7,100%,0%,0%
Green,Green,2026,2025,8,1/08/2025,all,Central,26.7,100%,0%,0%
Green,Green,2026,2025,9,1/09/2025,all,Central,26.7,100%,0%,0%
Green,Green,2026,2025,10,1/10/2025,all,Central,26.7,100%,0%,0%
Green,Green,2026,2025,11,1/11/2025,all,Central,26.7,100%,0%,0%
Green,Green,2026,2025,12,1/12/2025,all,Central,26.7,100%,0%,0%
Green,Green,2026,2026,1,1/01/2026,all,Central,20.6,100%,0%,0%
Green,Green,2026,2026,2,1/02/2026,all,Central,20.6,100%,0%,0%
Green,Green,2026,2026,3,1/03/2026,all,Central,20.6,100%,0%,0%
Green,Green,2026,2026,4,1/04/2026,all,Central,20.6,100%,0%,0%
Green,Green,2026,2026,5,1/05/2026,all,Central,20.6,100%,0%,0%
Green,Green,2026,2026,6,1/06/2026,all,Central,20.6,100%,0%,0%
Green,Green,2027,2026,7,1/07/2026,all,Central,20.6,100%,0%,0%
Green,Green,2027,2026,8,1/08/2026,all,Central,20.6,100%,0%,0%
Green,Green,2027,2026,9,1/09/2026,all,Central,20.6,100%,0%,0%
Green,Green,2027,2026,10,1/10/2026,all,Central,20.6,100%,0%,0%
Green,Green,2027,2026,11,1/11/2026,all,Central,20.6,100%,0%,0%
Green,Green,2027,2026,12,1/12/2026,all,Central,20.6,100%,0%,0%
Green,Green,2027,2027,1,1/01/2027,all,Central,17.1,100%,0%,0%
Green,Green,2027,2027,2,1/02/2027,all,Central,17.1,100%,0%,0%
Green,Green,2027,2027,3,1/03/2027,all,Central,17.1,100%,0%,0%
Green,Green,2027,2027,4,1/04/2027,all,Central,17.1,100%,0%,0%
Green,Green,2027,2027,5,1/05/2027,all,Central,17.1,100%,0%,0%
Green,Green,2027,2027,6,1/06/2027,all,Central,17.1,100%,0%,0%
Green,Green,2028,2027,7,1/07/2027,all,Central,17.1,100%,0%,0%
Green,Green,2028,2027,8,1/08/2027,all,Central,17.1,100%,0%,0%
Green,Green,2028,2027,9,1/09/2027,all,Central,17.1,100%,0%,0%
Green,Green,2028,2027,10,1/10/2027,all,Central,17.1,100%,0%,0%
Green,Green,2028,2027,11,1/11/2027,all,Central,17.1,100%,0%,0%
Green,Green,2028,2027,12,1/12/2027,all,Central,17.1,100%,0%,0%
Green,Green,2028,2028,1,1/01/2028,all,Central,13.9,100%,0%,0%
Green,Green,2028,2028,2,1/02/2028,all,Central,13.9,100%,0%,0%
Green,Green,2028,2028,3,1/03/2028,all,Central,13.9,100%,0%,0%
Green,Green,2028,2028,4,1/04/2028,all,Central,13.9,100%,0%,0%
Green,Green,2028,2028,5,1/05/2028,all,Central,13.9,100%,0%,0%
Green,Green,2028,2028,6,1/06/2028,all,Central,13.9,100%,0%,0%
Green,Green,2029,2028,7,1/07/2028,all,Central,13.9,100%,0%,0%
Green,Green,2029,2028,8,1/08/2028,all,Central,13.9,100%,0%,0%
Green,Green,2029,2028,9,1/09/2028,all,Central,13.9,100%,0%,0%
Green,Green,2029,2028,10,1/10/2028,all,Central,13.9,100%,0%,0%
Green,Green,2029,2028,11,1/11/2028,all,Central,13.9,100%,0%,0%
Green,Green,2029,2028,12,1/12/2028,all,Central,13.9,100%,0%,0%
Green,Green,2029,2029,1,1/01/2029,all,Central,11.8,100%,0%,0%
Green,Green,2029,2029,2,1/02/2029,all,Central,11.8,100%,0%,0%
Green,Green,2029,2029,3,1/03/2029,all,Central,11.8,100%,0%,0%
Green,Green,2029,2029,4,1/04/2029,all,Central,11.8,100%,0%,0%
Green,Green,2029,2029,5,1/05/2029,all,Central,11.8,100%,0%,0%
Green,Green,2029,2029,6,1/06/2029,all,Central,11.8,100%,0%,0%
Green,Green,2030,2029,7,1/07/2029,all,Central,11.8,100%,0%,0%
Green,Green,2030,2029,8,1/08/2029,all,Central,11.8,100%,0%,0%
Green,Green,2030,2029,9,1/09/2029,all,Central,11.8,100%,0%,0%
Green,Green,2030,2029,10,1/10/2029,all,Central,11.8,100%,0%,0%
Green,Green,2030,2029,11,1/11/2029,all,Central,11.8,100%,0%,0%
Green,Green,2030,2029,12,1/12/2029,all,Central,11.8,100%,0%,0%
Green,Green,2030,2030,1,1/01/2030,all,Central,10,100%,0%,0%
Green,Green,2030,2030,2,1/02/2030,all,Central,10,100%,0%,0%
Green,Green,2030,2030,3,1/03/2030,all,Central,10,100%,0%,0%
Green,Green,2030,2030,4,1/04/2030,all,Central,10,100%,0%,0%
Green,Green,2030,2030,5,1/05/2030,all,Central,10,100%,0%,0%
Green,Green,2030,2030,6,1/06/2030,all,Central,10,100%,0%,0%
Green,Green,2031,2030,7,1/07/2030,all,Central,10,100%,0%,0%
Green,Green,2031,2030,8,1/08/2030,all,Central,10,100%,0%,0%
Green,Green,2031,2030,9,1/09/2030,all,Central,10,100%,0%,0%
Green,Green,2031,2030,10,1/10/2030,all,Central,10,100%,0%,0%
Green,Green,2031,2030,11,1/11/2030,all,Central,10,100%,0%,0%
Green,Green,2031,2030,12,1/12/2030,all,Central,10,100%,0%,0%
Green,Green,2031,2031,1,1/01/2031,all,Central,10,100%,0%,0%
Green,Green,2031,2031,2,1/02/2031,all,Central,10,100%,0%,0%
Green,Green,2031,2031,3,1/03/2031,all,Central,10,100%,0%,0%
Green,Green,2031,2031,4,1/04/2031,all,Central,10,100%,0%,0%
Green,Green,2031,2031,5,1/05/2031,all,Central,10,100%,0%,0%
Green,Green,2031,2031,6,1/06/2031,all,Central,10,100%,0%,0%
Green,Green,2032,2031,7,1/07/2031,all,Central,10,100%,0%,0%
Green,Green,2032,2031,8,1/08/2031,all,Central,10,100%,0%,0%
Green,Green,2032,2031,9,1/09/2031,all,Central,10,100%,0%,0%
Green,Green,2032,2031,10,1/10/2031,all,Central,10,100%,0%,0%
Green,Green,2032,2031,11,1/11/2031,all,Central,10,100%,0%,0%
Green,Green,2032,2031,12,1/12/2031,all,Central,10,100%,0%,0%
Green,Green,2032,2032,1,1/01/2032,all,Central,9.5,100%,0%,0%
Green,Green,2032,2032,2,1/02/2032,all,Central,9.5,100%,0%,0%
Green,Green,2032,2032,3,1/03/2032,all,Central,9.5,100%,0%,0%
Green,Green,2032,2032,4,1/04/2032,all,Central,9.5,100%,0%,0%
Green,Green,2032,2032,5,1/05/2032,all,Central,9.5,100%,0%,0%
Green,Green,2032,2032,6,1/06/2032,all,Central,9.5,100%,0%,0%
Green,Green,2033,2032,7,1/07/2032,all,Central,9.5,100%,0%,0%
Green,Green,2033,2032,8,1/08/2032,all,Central,9.5,100%,0%,0%
Green,Green,2033,2032,9,1/09/2032,all,Central,9.5,100%,0%,0%
Green,Green,2033,2032,10,1/10/2032,all,Central,9.5,100%,0%,0%
Green,Green,2033,2032,11,1/11/2032,all,Central,9.5,100%,0%,0%
Green,Green,2033,2032,12,1/12/2032,all,Central,9.5,100%,0%,0%
Green,Green,2033,2033,1,1/01/2033,all,Central,8.5,100%,0%,0%
Green,Green,2033,2033,2,1/02/2033,all,Central,8.5,100%,0%,0%
Green,Green,2033,2033,3,1/03/2033,all,Central,8.5,100%,0%,0%
Green,Green,2033,2033,4,1/04/2033,all,Central,8.5,100%,0%,0%
Green,Green,2033,2033,5,1/05/2033,all,Central,8.5,100%,0%,0%
Green,Green,2033,2033,6,1/06/2033,all,Central,8.5,100%,0%,0%
Green,Green,2034,2033,7,1/07/2033,all,Central,8.5,100%,0%,0%
Green,Green,2034,2033,8,1/08/2033,all,Central,8.5,100%,0%,0%
Green,Green,2034,2033,9,1/09/2033,all,Central,8.5,100%,0%,0%
Green,Green,2034,2033,10,1/10/2033,all,Central,8.5,100%,0%,0%
Green,Green,2034,2033,11,1/11/2033,all,Central,8.5,100%,0%,0%
Green,Green,2034,2033,12,1/12/2033,all,Central,8.5,100%,0%,0%
Green,Green,2034,2034,1,1/01/2034,all,Central,7.4,100%,0%,0%
Green,Green,2034,2034,2,1/02/2034,all,Central,7.4,100%,0%,0%
Green,Green,2034,2034,3,1/03/2034,all,Central,7.4,100%,0%,0%
Green,Green,2034,2034,4,1/04/2034,all,Central,7.4,100%,0%,0%
Green,Green,2034,2034,5,1/05/2034,all,Central,7.4,100%,0%,0%
Green,Green,2034,2034,6,1/06/2034,all,Central,7.4,100%,0%,0%
Green,Green,2035,2034,7,1/07/2034,all,Central,7.4,100%,0%,0%
Green,Green,2035,2034,8,1/08/2034,all,Central,7.4,100%,0%,0%
Green,Green,2035,2034,9,1/09/2034,all,Central,7.4,100%,0%,0%
Green,Green,2035,2034,10,1/10/2034,all,Central,7.4,100%,0%,0%
Green,Green,2035,2034,11,1/11/2034,all,Central,7.4,100%,0%,0%
Green,Green,2035,2034,12,1/12/2034,all,Central,7.4,100%,0%,0%
Green,Green,2035,2035,1,1/01/2035,all,Central,6.3,100%,0%,0%
Green,Green,2035,2035,2,1/02/2035,all,Central,6.3,100%,0%,0%
Green,Green,2035,2035,3,1/03/2035,all,Central,6.3,100%,0%,0%
Green,Green,2035,2035,4,1/04/2035,all,Central,6.3,100%,0%,0%
Green,Green,2035,2035,5,1/05/2035,all,Central,6.3,100%,0%,0%
Green,Green,2035,2035,6,1/06/2035,all,Central,6.3,100%,0%,0%
Green,Green,2036,2035,7,1/07/2035,all,Central,6.3,100%,0%,0%
Green,Green,2036,2035,8,1/08/2035,all,Central,6.3,100%,0%,0%
Green,Green,2036,2035,9,1/09/2035,all,Central,6.3,100%,0%,0%
Green,Green,2036,2035,10,1/10/2035,all,Central,6.3,100%,0%,0%
Green,Green,2036,2035,11,1/11/2035,all,Central,6.3,100%,0%,0%
Green,Green,2036,2035,12,1/12/2035,all,Central,6.3,100%,0%,0%
Green,Green,2036,2036,1,1/01/2036,all,Central,5.3,100%,0%,0%
Green,Green,2036,2036,2,1/02/2036,all,Central,5.3,100%,0%,0%
Green,Green,2036,2036,3,1/03/2036,all,Central,5.3,100%,0%,0%
Green,Green,2036,2036,4,1/04/2036,all,Central,5.3,100%,0%,0%
Green,Green,2036,2036,5,1/05/2036,all,Central,5.3,100%,0%,0%
Green,Green,2036,2036,6,1/06/2036,all,Central,5.3,100%,0%,0%
Green,Green,2037,2036,7,1/07/2036,all,Central,5.3,100%,0%,0%
Green,Green,2037,2036,8,1/08/2036,all,Central,5.3,100%,0%,0%
Green,Green,2037,2036,9,1/09/2036,all,Central,5.3,100%,0%,0%
Green,Green,2037,2036,10,1/10/2036,all,Central,5.3,100%,0%,0%
Green,Green,2037,2036,11,1/11/2036,all,Central,5.3,100%,0%,0%
Green,Green,2037,2036,12,1/12/2036,all,Central,5.3,100%,0%,0%
Green,Green,2037,2037,1,1/01/2037,all,Central,4.2,100%,0%,0%
Green,Green,2037,2037,2,1/02/2037,all,Central,4.2,100%,0%,0%
Green,Green,2037,2037,3,1/03/2037,all,Central,4.2,100%,0%,0%
Green,Green,2037,2037,4,1/04/2037,all,Central,4.2,100%,0%,0%
Green,Green,2037,2037,5,1/05/2037,all,Central,4.2,100%,0%,0%
Green,Green,2037,2037,6,1/06/2037,all,Central,4.2,100%,0%,0%
Green,Green,2038,2037,7,1/07/2037,all,Central,4.2,100%,0%,0%
Green,Green,2038,2037,8,1/08/2037,all,Central,4.2,100%,0%,0%
Green,Green,2038,2037,9,1/09/2037,all,Central,4.2,100%,0%,0%
Green,Green,2038,2037,10,1/10/2037,all,Central,4.2,100%,0%,0%
Green,Green,2038,2037,11,1/11/2037,all,Central,4.2,100%,0%,0%
Green,Green,2038,2037,12,1/12/2037,all,Central,4.2,100%,0%,0%
Green,Green,2038,2038,1,1/01/2038,all,Central,3.2,100%,0%,0%
Green,Green,2038,2038,2,1/02/2038,all,Central,3.2,100%,0%,0%
Green,Green,2038,2038,3,1/03/2038,all,Central,3.2,100%,0%,0%
Green,Green,2038,2038,4,1/04/2038,all,Central,3.2,100%,0%,0%
Green,Green,2038,2038,5,1/05/2038,all,Central,3.2,100%,0%,0%
Green,Green,2038,2038,6,1/06/2038,all,Central,3.2,100%,0%,0%
Green,Green,2039,2038,7,1/07/2038,all,Central,3.2,100%,0%,0%
Green,Green,2039,2038,8,1/08/2038,all,Central,3.2,100%,0%,0%
Green,Green,2039,2038,9,1/09/2038,all,Central,3.2,100%,0%,0%
Green,Green,2039,2038,10,1/10/2038,all,Central,3.2,100%,0%,0%
Green,Green,2039,2038,11,1/11/2038,all,Central,3.2,100%,0%,0%
Green,Green,2039,2038,12,1/12/2038,all,Central,3.2,100%,0%,0%
Green,Green,2039,2039,1,1/01/2039,all,Central,2.1,100%,0%,0%
Green,Green,2039,2039,2,1/02/2039,all,Central,2.1,100%,0%,0%
Green,Green,2039,2039,3,1/03/2039,all,Central,2.1,100%,0%,0%
Green,Green,2039,2039,4,1/04/2039,all,Central,2.1,100%,0%,0%
Green,Green,2039,2039,5,1/05/2039,all,Central,2.1,100%,0%,0%
Green,Green,2039,2039,6,1/06/2039,all,Central,2.1,100%,0%,0%
Green,Green,2040,2039,7,1/07/2039,all,Central,2.1,100%,0%,0%
Green,Green,2040,2039,8,1/08/2039,all,Central,2.1,100%,0%,0%
Green,Green,2040,2039,9,1/09/2039,all,Central,2.1,100%,0%,0%
Green,Green,2040,2039,10,1/10/2039,all,Central,2.1,100%,0%,0%
Green,Green,2040,2039,11,1/11/2039,all,Central,2.1,100%,0%,0%
Green,Green,2040,2039,12,1/12/2039,all,Central,2.1,100%,0%,0%
Green,Green,2040,2040,1,1/01/2040,all,Central,1.1,100%,0%,0%
Green,Green,2040,2040,2,1/02/2040,all,Central,1.1,100%,0%,0%
Green,Green,2040,2040,3,1/03/2040,all,Central,1.1,100%,0%,0%
Green,Green,2040,2040,4,1/04/2040,all,Central,1.1,100%,0%,0%
Green,Green,2040,2040,5,1/05/2040,all,Central,1.1,100%,0%,0%
Green,Green,2040,2040,6,1/06/2040,all,Central,1.1,100%,0%,0%
Green,Green,2041,2040,7,1/07/2040,all,Central,1.1,100%,0%,0%
Green,Green,2041,2040,8,1/08/2040,all,Central,1.1,100%,0%,0%
Green,Green,2041,2040,9,1/09/2040,all,Central,1.1,100%,0%,0%
Green,Green,2041,2040,10,1/10/2040,all,Central,1.1,100%,0%,0%
Green,Green,2041,2040,11,1/11/2040,all,Central,1.1,100%,0%,0%
Green,Green,2041,2040,12,1/12/2040,all,Central,1.1,100%,0%,0%
Green,Green,2041,2041,1,1/01/2041,all,Central,1.1,100%,0%,0%
Green,Green,2041,2041,2,1/02/2041,all,Central,1.1,100%,0%,0%
Green,Green,2041,2041,3,1/03/2041,all,Central,1.1,100%,0%,0%
Green,Green,2041,2041,4,1/04/2041,all,Central,1.1,100%,0%,0%
Green,Green,2041,2041,5,1/05/2041,all,Central,1.1,100%,0%,0%
Green,Green,2041,2041,6,1/06/2041,all,Central,1.1,100%,0%,0%
Green,Green,2042,2041,7,1/07/2041,all,Central,1.1,100%,0%,0%
Green,Green,2042,2041,8,1/08/2041,all,Central,1.1,100%,0%,0%
Green,Green,2042,2041,9,1/09/2041,all,Central,1.1,100%,0%,0%
Green,Green,2042,2041,10,1/10/2041,all,Central,1.1,100%,0%,0%
Green,Green,2042,2041,11,1/11/2041,all,Central,1.1,100%,0%,0%
Green,Green,2042,2041,12,1/12/2041,all,Central,1.1,100%,0%,0%
Green,Green,2042,2042,1,1/01/2042,all,Central,1.1,100%,0%,0%
Green,Green,2042,2042,2,1/02/2042,all,Central,1.1,100%,0%,0%
Green,Green,2042,2042,3,1/03/2042,all,Central,1.1,100%,0%,0%
Green,Green,2042,2042,4,1/04/2042,all,Central,1.1,100%,0%,0%
Green,Green,2042,2042,5,1/05/2042,all,Central,1.1,100%,0%,0%
Green,Green,2042,2042,6,1/06/2042,all,Central,1.1,100%,0%,0%
Green,Green,2043,2042,7,1/07/2042,all,Central,1.1,100%,0%,0%
Green,Green,2043,2042,8,1/08/2042,all,Central,1.1,100%,0%,0%
Green,Green,2043,2042,9,1/09/2042,all,Central,1.1,100%,0%,0%
Green,Green,2043,2042,10,1/10/2042,all,Central,1.1,100%,0%,0%
Green,Green,2043,2042,11,1/11/2042,all,Central,1.1,100%,0%,0%
Green,Green,2043,2042,12,1/12/2042,all,Central,1.1,100%,0%,0%
Green,Green,2043,2043,1,1/01/2043,all,Central,1.1,100%,0%,0%
Green,Green,2043,2043,2,1/02/2043,all,Central,1.1,100%,0%,0%
Green,Green,2043,2043,3,1/03/2043,all,Central,1.1,100%,0%,0%
Green,Green,2043,2043,4,1/04/2043,all,Central,1.1,100%,0%,0%
Green,Green,2043,2043,5,1/05/2043,all,Central,1.1,100%,0%,0%
Green,Green,2043,2043,6,1/06/2043,all,Central,1.1,100%,0%,0%
Green,Green,2044,2043,7,1/07/2043,all,Central,1.1,100%,0%,0%
Green,Green,2044,2043,8,1/08/2043,all,Central,1.1,100%,0%,0%
Green,Green,2044,2043,9,1/09/2043,all,Central,1.1,100%,0%,0%
Green,Green,2044,2043,10,1/10/2043,all,Central,1.1,100%,0%,0%
Green,Green,2044,2043,11,1/11/2043,all,Central,1.1,100%,0%,0%
Green,Green,2044,2043,12,1/12/2043,all,Central,1.1,100%,0%,0%
